the,69182
of,59134
and,40690
in,36528
to,28755
a,22105
with,17375
was,13918
is,13769
for,12973
that,12223
were,11030
The,10920
patients,10645
by,9613
be,9324
or,7518
as,7432
not,6745
from,6585
are,6543
on,6274
have,5809
at,5740
this,5105
an,4760
had,4562
been,4387
In,4040
has,3994
which,3822
disease,3813
may,3766
but,3458
it,3309
than,3233
study,3215
after,3189
two,2968
their,2860
between,2849
more,2819
treatment,2801
one,2793
these,2778
also,2596
who,2594
This,2532
no,2499
A,2447
can,2413
all,2399
group,2328
patient,2241
cells,2161
other,2149
only,2095
those,1996
p,1907
years,1896
acid,1886
there,1881
gastric,1873
care,1873
time,1815
studies,1797
they,1784
three,1783
such,1766
should,1758
found,1738
health,1730
will,1710
used,1681
both,1651
normal,1637
we,1635
It,1617
age,1553
increased,1539
would,1532
when,1492
results,1489
during,1471
cell,1443
et,1440
I,1438
about,1434
H,1431
before,1420
most,1418
clinical,1398
our,1396
general,1385
some,1379
al,1369
shown,1361
high,1333
cases,1321
data,1320
each,1318
significant,1315
We,1311
groups,1309
control,1273
concentrations,1272
however,1268
up,1259
activity,1258
showed,1247
because,1240
first,1235
risk,1223
could,1222
if,1216
mean,1212
blood,1206
into,1195
effect,1186
significantly,1178
There,1173
test,1172
use,1161
number,1159
reported,1155
over,1134
any,1128
associated,1122
subjects,1114
compared,1112
its,1108
four,1106
months,1097
pylori,1095
hospital,1079
These,1073
rate,1055
did,1052
using,1049
children,1047
women,1045
small,1030
increase,1029
serum,1021
without,1011
bile,1005
important,1004
different,994
well,986
colitis,985
mg,983
cancer,982
bowel,980
present,980
analysis,978
evidence,974
mucosa,958
similar,958
less,954
year,953
symptoms,952
response,941
out,938
given,933
gall,922
pressure,922
medical,922
C,905
then,903
within,903
higher,890
seen,887
six,886
ml,885
range,881
concentration,877
further,870
changes,867
five,865
ulcer,852
services,852
many,847
diagnosis,841
total,833
chronic,830
being,830
lower,823
Table,820
day,814
positive,813
low,812
per,812
men,812
hours,811
possible,811
so,807
people,805
liver,804
do,796
treated,790
factor,790
Crohn's,789
effects,789
oesophageal,788
function,783
l,777
infection,777
might,774
colonic,769
tissue,769
performed,769
controls,766
practice,760
primary,759
period,753
same,748
case,744
secretion,739
made,739
acute,737
mortality,736
difference,735
minutes,732
ulcerative,729
need,728
related,727
described,723
her,717
values,714
factors,713
type,707
new,707
population,703
human,702
biopsy,699
presence,699
intestinal,694
dose,691
either,691
large,691
often,690
therefore,682
weeks,681
long,678
Fig,673
weight,672
rates,669
differences,669
measured,667
under,667
days,666
work,666
incidence,664
likely,663
available,660
result,658
taken,656
All,655
although,650
obtained,648
bladder,645
findings,645
social,645
For,642
mucosal,641
Although,640
platelet,638
least,630
surgery,626
information,625
Patients,623
active,623
through,622
based,621
colon,619
very,616
including,615
them,615
change,614
early,614
does,611
protein,604
severe,603
problems,603
whether,603
As,603
duodenal,602
research,602
specimens,601
pH,598
diet,595
role,595
specific,587
among,586
where,586
reduced,585
management,585
greater,581
his,581
method,579
considered,576
drug,575
addition,575
II,575
B,575
practitioners,571
samples,571
previously,570
g,569
death,568
development,568
even,568
inflammatory,563
part,563
example,563
previous,562
common,561
cause,558
